"id_del_pedido","fecha_del_pedido","fecha_de_envio","metodo_de_envio","id_del_cliente"
"HN-2024-139773",2024-12-04,2024-12-04,"Mismo día","EC-13045"
"HN-2024-141558",2024-03-11,2024-03-16,"Estándar","CB-17290"
"HN-2024-141663",2024-04-13,2024-04-17,"Estándar","DP-13105"
"HN-2024-143567",2024-11-02,2024-11-05,"Rápido","FM-21175"
"HN-2024-143798",2024-12-10,2024-12-12,"Urgente","CC-10840"
"HN-2024-144526",2024-04-30,2024-05-06,"Estándar","AP-19255"
"HN-2024-144862",2024-12-01,2024-12-05,"Estándar","SA-14005"
"HN-2024-145338",2024-01-29,2024-02-01,"Urgente","CV-11770"
"HN-2024-146983",2024-09-02,2024-09-06,"Estándar","NJ-10210"
"HN-2024-147550",2024-12-04,2024-12-05,"Urgente","PC-16420"
"HN-2024-148012",2024-12-09,2024-12-15,"Estándar","KM-16225"
"HN-2024-149489",2024-04-24,2024-04-27,"Urgente","NL-12835"
"HN-2024-149888",2024-11-07,2024-11-13,"Estándar","CA-13915"
"HN-2024-149895",2024-09-08,2024-09-12,"Estándar","GB-14110"
"HN-2024-151484",2024-04-20,2024-04-23,"Urgente","OG-12805"
"HN-2024-152205",2024-09-28,2024-10-05,"Estándar","AO-20965"
"HN-2024-152807",2024-10-30,2024-11-03,"Estándar","CV-18100"
"HN-2024-153045",2024-01-19,2024-01-24,"Rápido","LB-18505"
"HN-2024-154088",2024-11-12,2024-11-17,"Estándar","AO-16735"
"HN-2024-154109",2024-11-06,2024-11-11,"Estándar","CF-17410"
"HN-2024-154123",2024-11-20,2024-11-25,"Estándar","AO-20050"
"HN-2024-154760",2024-01-09,2024-01-13,"Estándar","RS-11290"
"HN-2024-155075",2024-12-02,2024-12-09,"Estándar","SG-14605"
"HN-2024-156237",2024-09-14,2024-09-15,"Urgente","PC-18760"
"HN-2024-156363",2024-10-22,2024-10-28,"Estándar","AL-17395"
"HN-2024-156412",2024-12-04,2024-12-08,"Estándar","QM-12160"
"HN-2024-156895",2024-05-08,2024-05-12,"Estándar","NA-13510"
"HN-2024-156909",2024-07-16,2024-07-18,"Rápido","MC-20065"
"HN-2024-157413",2024-06-01,2024-06-06,"Estándar","MM-11065"
"HN-2024-157651",2024-12-10,2024-12-14,"Estándar","CB-14920"
"HN-2024-158379",2024-09-22,2024-09-26,"Rápido","GA-15970"
"HN-2024-158722",2024-10-20,2024-10-26,"Estándar","JC-17560"
"HN-2024-159205",2024-03-31,2024-04-02,"Rápido","SB-12910"
"HN-2024-159793",2024-08-25,2024-08-29,"Estándar","IC-20365"
"HN-2024-160759",2024-12-11,2024-12-17,"Estándar","VM-10855"
"HN-2024-160801",2024-09-19,2024-09-19,"Mismo día","BT-14260"
"HN-2024-160962",2024-04-28,2024-05-02,"Estándar","LG-17605"
"HN-2024-161410",2024-06-26,2024-07-03,"Estándar","OP-12220"
"HN-2024-162033",2024-03-26,2024-04-02,"Estándar","RB-14200"
"HN-2024-162173",2024-10-26,2024-11-01,"Estándar","FP-18730"
"HN-2024-164000",2024-12-18,2024-12-22,"Estándar","SS-10030"
"HN-2024-165358",2024-07-18,2024-07-23,"Estándar","IC-20365"
"HN-2024-165456",2024-11-30,2024-12-03,"Urgente","GB-21625"
"HN-2024-165757",2024-06-22,2024-06-28,"Estándar","LP-18925"
"HN-2024-167542",2024-08-13,2024-08-20,"Estándar","EC-16495"
"HN-2024-167570",2024-12-08,2024-12-15,"Estándar","QC-13900"
"HN-2024-167752",2024-01-15,2024-01-18,"Urgente","AM-19690"
"HN-2024-169054",2024-04-22,2024-04-26,"Estándar","RV-17800"
"HN-2024-169551",2024-07-07,2024-07-09,"Urgente","LC-19615"
"HN-2024-169817",2024-09-21,2024-09-25,"Estándar","NQ-13870"
"HT-2021-133354",2021-02-22,2021-02-24,"Urgente","AP-20830"
"HT-2021-135755",2021-05-03,2021-05-10,"Estándar","NL-18415"
"HT-2021-166961",2021-12-27,2021-12-31,"Estándar","MA-12790"
"HT-2021-169061",2021-03-05,2021-03-08,"Rápido","MM-10150"
"HT-2022-109603",2022-01-26,2022-02-01,"Estándar","NM-13825"
"HT-2022-162166",2022-09-08,2022-09-11,"Urgente","MA-18520"
"HT-2023-114860",2023-12-22,2023-12-28,"Estándar","PB-13690"
"HT-2023-143819",2023-03-01,2023-03-05,"Estándar","GV-16270"
"HT-2024-108791",2024-07-27,2024-07-31,"Estándar","JS-21490"
"HT-2024-114657",2024-11-16,2024-11-21,"Estándar","FB-18115"
"HT-2024-160416",2024-11-13,2024-11-18,"Rápido","LS-10180"
"JM-2021-104472",2021-06-02,2021-06-07,"Estándar","CS-12325"
"JM-2021-125136",2021-09-28,2021-10-03,"Estándar","EC-16495"
"JM-2021-148285",2021-10-27,2021-11-01,"Estándar","HU-19810"
"JM-2022-106320",2022-09-25,2022-09-30,"Estándar","NQ-13870"
"JM-2022-116750",2022-07-05,2022-07-10,"Rápido","PC-10975"
"JM-2022-136224",2022-05-31,2022-05-31,"Mismo día","LP-18265"
"JM-2022-147788",2022-05-31,2022-06-04,"Estándar","LS-21010"
"JM-2023-106397",2023-07-07,2023-07-13,"Estándar","MU-17740"
"JM-2023-113649",2023-08-09,2023-08-12,"Urgente","CB-14920"
"JM-2023-135923",2023-01-22,2023-01-28,"Estándar","HT-11935"
"JM-2023-154690",2023-08-15,2023-08-17,"Rápido","EC-12370"
"JM-2024-100237",2024-10-15,2024-10-19,"Estándar","EB-20815"
"JM-2024-126060",2024-04-14,2024-04-18,"Estándar","KP-13585"
"JM-2024-135062",2024-08-31,2024-09-04,"Rápido","LC-19615"
"JM-2024-139353",2024-10-28,2024-10-30,"Rápido","HP-15250"
"JM-2024-149510",2024-12-03,2024-12-10,"Estándar","LB-17575"
"JM-2024-167941",2024-11-06,2024-11-09,"Rápido","JR-15565"
"MX-2021-100293",2021-03-14,2021-03-18,"Estándar","IO-18475"
"MX-2021-100706",2021-12-16,2021-12-18,"Rápido","IB-16810"
"MX-2021-100762",2021-11-24,2021-11-29,"Estándar","SC-18355"
"MX-2021-100916",2021-10-21,2021-10-26,"Estándar","CC-14275"
"MX-2021-101266",2021-08-27,2021-08-30,"Rápido","FF-17920"
"MX-2021-101462",2021-04-20,2021-04-25,"Estándar","SB-11230"
"MX-2021-101476",2021-09-12,2021-09-13,"Urgente","SD-20485"
"MX-2021-101560",2021-11-28,2021-12-01,"Rápido","NM-12250"
"MX-2021-101931",2021-10-28,2021-10-31,"Urgente","YV-21370"
"MX-2021-102274",2021-11-21,2021-11-26,"Estándar","GM-13075"
"MX-2021-102295",2021-11-24,2021-11-26,"Rápido","RC-13990"
"MX-2021-102330",2021-12-29,2022-01-03,"Estándar","VM-10855"
"MX-2021-102652",2021-04-06,2021-04-12,"Estándar","BP-10555"
"MX-2021-103100",2021-12-20,2021-12-23,"Urgente","KC-10105"
"MX-2021-103492",2021-10-10,2021-10-15,"Estándar","CO-12715"
"MX-2021-103590",2021-11-30,2021-12-04,"Estándar","OM-15505"
"MX-2021-103989",2021-03-19,2021-03-21,"Urgente","LG-17605"
"MX-2021-104178",2021-08-25,2021-08-29,"Estándar","GZ-15265"
"MX-2021-105137",2021-10-10,2021-10-10,"Mismo día","EA-19435"
"MX-2021-105270",2021-11-11,2021-11-18,"Estándar","IL-10915"
"MX-2021-105340",2021-11-22,2021-11-25,"Urgente","DB-14185"
"MX-2021-105417",2021-01-07,2021-01-12,"Estándar","EC-21820"
"MX-2021-105984",2021-11-24,2021-11-24,"Mismo día","EA-18295"
"MX-2021-106376",2021-12-05,2021-12-10,"Estándar","VC-11590"
"MX-2021-106439",2021-10-31,2021-11-04,"Estándar","NC-14650"
"MX-2021-106726",2021-12-06,2021-12-08,"Urgente","MR-19765"
"MX-2021-107139",2021-07-05,2021-07-11,"Estándar","LG-13390"
"MX-2021-107153",2021-09-28,2021-10-03,"Estándar","AR-14545"
"MX-2021-107398",2021-08-25,2021-08-30,"Estándar","VC-11590"
"MX-2021-108273",2021-12-16,2021-12-21,"Estándar","OG-13720"
"MX-2021-108903",2021-10-03,2021-10-03,"Mismo día","AE-13435"
"MX-2021-109134",2021-11-05,2021-11-10,"Estándar","CL-13255"
"MX-2021-109218",2021-06-30,2021-07-03,"Rápido","BC-10825"
"MX-2021-109302",2021-08-12,2021-08-16,"Estándar","HS-12175"
"MX-2021-109491",2021-02-20,2021-02-26,"Estándar","WN-16930"
"MX-2021-109680",2021-10-06,2021-10-09,"Urgente","HE-21760"
"MX-2021-110072",2021-10-22,2021-10-28,"Estándar","MG-17680"
"MX-2021-110184",2021-07-12,2021-07-16,"Estándar","LO-11170"
"MX-2021-110219",2021-05-05,2021-05-08,"Urgente","NQ-13870"
"MX-2021-110555",2021-04-11,2021-04-18,"Estándar","GO-18055"
"MX-2021-110674",2021-02-12,2021-02-18,"Estándar","AA-20095"
"MX-2021-110849",2021-04-18,2021-04-23,"Estándar","MN-15835"
"MX-2021-111003",2021-06-01,2021-06-06,"Estándar","CB-12625"
"MX-2021-111500",2021-08-17,2021-08-21,"Estándar","NA-13510"
"MX-2021-112291",2021-04-03,2021-04-08,"Estándar","PC-16420"
"MX-2021-112718",2021-12-16,2021-12-21,"Estándar","JD-16450"
"MX-2021-112837",2021-09-11,2021-09-16,"Estándar","MC-17125"
"MX-2021-113579",2021-12-13,2021-12-15,"Rápido","MR-16345"
"MX-2021-113768",2021-05-13,2021-05-19,"Estándar","SS-10030"
"MX-2021-113929",2021-06-16,2021-06-21,"Estándar","GA-12205"
"MX-2021-114125",2021-07-09,2021-07-13,"Estándar","HO-14410"
"MX-2021-114188",2021-05-20,2021-05-22,"Rápido","IS-19345"
"MX-2021-114510",2021-03-14,2021-03-19,"Estándar","LT-15295"
"MX-2021-114643",2021-06-13,2021-06-17,"Estándar","CC-14215"
"MX-2021-114790",2021-03-11,2021-03-13,"Rápido","CC-14215"
"MX-2021-115056",2021-05-02,2021-05-02,"Mismo día","FB-10510"
"MX-2021-115238",2021-01-21,2021-01-24,"Estándar","PS-15220"
"MX-2021-115259",2021-08-25,2021-08-27,"Rápido","GG-19960"
"MX-2021-115357",2021-08-06,2021-08-11,"Rápido","GI-19735"
"MX-2021-115777",2021-08-19,2021-08-24,"Estándar","AL-13645"
"MX-2021-115812",2021-06-09,2021-06-14,"Estándar","CO-11710"
"MX-2021-116239",2021-03-04,2021-03-04,"Mismo día","AP-12565"
"MX-2021-116785",2021-04-26,2021-04-30,"Estándar","CB-17290"
"MX-2021-117317",2021-10-19,2021-10-19,"Mismo día","AV-15490"
"MX-2021-117709",2021-05-04,2021-05-08,"Estándar","DT-18940"
"MX-2021-117765",2021-09-07,2021-09-13,"Estándar","VV-19465"
"MX-2021-117968",2021-08-05,2021-08-07,"Rápido","AM-19420"
"MX-2021-118192",2021-01-13,2021-01-18,"Estándar","FF-17920"
"MX-2021-118962",2021-08-05,2021-08-09,"Estándar","HH-12130"
"MX-2021-118976",2021-04-28,2021-05-03,"Estándar","EA-18295"
"MX-2021-119137",2021-07-23,2021-07-27,"Estándar","IL-10900"
"MX-2021-119144",2021-11-16,2021-11-18,"Urgente","OB-16150"
"MX-2021-120096",2021-07-04,2021-07-07,"Urgente","PC-16420"
"MX-2021-120175",2021-11-28,2021-12-03,"Estándar","PV-17635"
"MX-2021-120243",2021-12-27,2021-12-30,"Rápido","JT-10435"
"MX-2021-120432",2021-08-24,2021-08-26,"Rápido","KP-13585"
"MX-2021-120740",2021-04-15,2021-04-15,"Mismo día","CM-18970"
"MX-2021-120768",2021-12-19,2021-12-21,"Rápido","TF-15070"
"MX-2021-120775",2021-10-03,2021-10-07,"Estándar","BC-19930"
"MX-2021-120838",2021-03-23,2021-03-26,"Rápido","CL-18865"
"MX-2021-121664",2021-05-06,2021-05-10,"Estándar","AA-14815"
"MX-2021-121727",2021-08-19,2021-08-24,"Estándar","FM-15625"
"MX-2021-121769",2021-04-08,2021-04-12,"Estándar","JH-15880"
"MX-2021-122567",2021-02-16,2021-02-21,"Estándar","LC-17935"
"MX-2021-122679",2021-07-22,2021-07-28,"Estándar","GC-10255"
"MX-2021-122749",2021-12-03,2021-12-09,"Estándar","EV-18430"
"MX-2021-122959",2021-12-12,2021-12-12,"Mismo día","AF-12745"
"MX-2021-123183",2021-11-19,2021-11-25,"Estándar","BL-14560"
"MX-2021-123253",2021-08-22,2021-08-25,"Rápido","CL-13255"
"MX-2021-123260",2021-08-26,2021-08-30,"Estándar","DC-14290"
"MX-2021-123295",2021-07-18,2021-07-18,"Mismo día","VS-10120"
"MX-2021-123316",2021-10-13,2021-10-17,"Estándar","AM-20545"
"MX-2021-123625",2021-12-29,2022-01-02,"Estándar","LM-18435"
"MX-2021-123855",2021-06-18,2021-06-23,"Estándar","CV-18100"
"MX-2021-124247",2021-12-16,2021-12-21,"Estándar","MR-20635"
"MX-2021-124618",2021-05-02,2021-05-04,"Rápido","BR-11860"
"MX-2021-124688",2021-08-27,2021-08-29,"Urgente","GO-12610"
"MX-2021-125150",2021-05-16,2021-05-23,"Estándar","MG-19030"
"MX-2021-125388",2021-10-19,2021-10-23,"Estándar","TS-17965"
"MX-2021-125829",2021-11-04,2021-11-11,"Estándar","MR-21850"
"MX-2021-126277",2021-09-13,2021-09-18,"Rápido","DA-16900"
"MX-2021-126333",2021-12-23,2021-12-28,"Estándar","EN-18010"
"MX-2021-126403",2021-09-09,2021-09-12,"Rápido","MT-19525"
"MX-2021-126438",2021-09-10,2021-09-13,"Urgente","FO-10345"
"MX-2021-127159",2021-05-12,2021-05-15,"Urgente","TC-15040"
"MX-2021-127523",2021-05-11,2021-05-18,"Estándar","CA-11695"
"MX-2021-127558",2021-11-15,2021-11-18,"Urgente","BL-20410"
"MX-2021-127866",2021-07-20,2021-07-23,"Urgente","PL-15895"
"MX-2021-127978",2021-03-03,2021-03-08,"Estándar","NC-15595"
"MX-2021-128146",2021-06-21,2021-06-25,"Estándar","DM-13060"
"MX-2021-128685",2021-04-04,2021-04-05,"Urgente","JU-17515"
"MX-2021-128846",2021-04-07,2021-04-12,"Estándar","MR-19765"
"MX-2021-129189",2021-07-21,2021-07-25,"Estándar","GT-14860"
"MX-2021-129322",2021-08-08,2021-08-10,"Rápido","AA-13405"
"MX-2021-129364",2021-12-08,2021-12-13,"Estándar","GD-21250"
"MX-2021-130813",2021-01-06,2021-01-08,"Rápido","CV-17230"
"MX-2021-130960",2021-12-30,2022-01-04,"Estándar","PA-16600"
"MX-2021-131002",2021-09-07,2021-09-12,"Rápido","VC-21400"
"MX-2021-132339",2021-08-19,2021-08-23,"Estándar","TA-15400"
"MX-2021-132612",2021-06-09,2021-06-11,"Rápido","IC-14305"
"MX-2021-132801",2021-10-07,2021-10-12,"Estándar","JA-15805"
"MX-2021-132864",2021-12-02,2021-12-07,"Estándar","KN-16390"
"MX-2021-133158",2021-08-19,2021-08-21,"Rápido","NP-13195"
"MX-2021-133704",2021-09-20,2021-09-26,"Estándar","BL-17995"
"MX-2021-133753",2021-06-09,2021-06-13,"Rápido","FB-11905"
"MX-2021-133830",2021-12-05,2021-12-10,"Estándar","LC-19615"
"MX-2021-133963",2021-05-18,2021-05-22,"Rápido","TT-14515"
"MX-2021-134187",2021-11-04,2021-11-11,"Estándar","BP-21235"
"MX-2021-135090",2021-11-22,2021-11-26,"Estándar","EM-20920"
"MX-2021-136399",2021-12-16,2021-12-17,"Urgente","CA-12100"
"MX-2021-136567",2021-12-20,2021-12-21,"Urgente","NP-19045"
"MX-2021-138023",2021-08-15,2021-08-18,"Urgente","LC-16510"
"MX-2021-138198",2021-07-18,2021-07-23,"Estándar","ES-15130"
"MX-2021-138247",2021-12-24,2021-12-29,"Estándar","LO-11170"
"MX-2021-138436",2021-03-26,2021-03-30,"Estándar","PL-15895"
"MX-2021-138681",2021-12-20,2021-12-22,"Urgente","AR-11995"
"MX-2021-138737",2021-12-07,2021-12-10,"Urgente","LV-14320"
"MX-2021-138940",2021-04-11,2021-04-16,"Rápido","GM-14455"
"MX-2021-139633",2021-12-17,2021-12-24,"Estándar","TD-14050"
"MX-2021-139892",2021-09-08,2021-09-12,"Estándar","MF-11140"
"MX-2021-140228",2021-04-28,2021-05-03,"Estándar","MR-14530"
"MX-2021-140732",2021-11-11,2021-11-13,"Rápido","JC-17560"
"MX-2021-140886",2021-09-30,2021-10-04,"Estándar","BH-16570"
"MX-2021-141215",2021-06-15,2021-06-21,"Estándar","OL-16555"
"MX-2021-141278",2021-06-21,2021-06-24,"Urgente","MC-19375"
"MX-2021-141355",2021-09-25,2021-09-30,"Estándar","CG-11005"
"MX-2021-141531",2021-12-29,2022-01-02,"Estándar","LM-18435"
"MX-2021-141607",2021-12-12,2021-12-17,"Estándar","MR-21850"
"MX-2021-142314",2021-12-23,2021-12-28,"Estándar","DC-20200"
"MX-2021-143210",2021-12-01,2021-12-03,"Urgente","AV-10645"
"MX-2021-143231",2021-12-31,2022-01-03,"Urgente","GM-14455"
"MX-2021-143287",2021-11-11,2021-11-17,"Estándar","KA-16705"
"MX-2021-143413",2021-05-24,2021-05-30,"Estándar","CS-19390"
"MX-2021-143903",2021-07-20,2021-07-24,"Estándar","MV-16375"
"MX-2021-144078",2021-11-25,2021-11-29,"Estándar","EA-19435"
"MX-2021-145317",2021-03-18,2021-03-23,"Estándar","JS-20320"
"MX-2021-145387",2021-10-31,2021-11-02,"Rápido","YP-10705"
"MX-2021-145926",2021-11-17,2021-11-21,"Estándar","CO-17470"
"MX-2021-146353",2021-10-14,2021-10-16,"Rápido","RD-15610"
"MX-2021-146528",2021-07-25,2021-07-27,"Rápido","FA-21715"
"MX-2021-146626",2021-12-29,2022-01-05,"Estándar","RF-11135"
"MX-2021-146969",2021-09-29,2021-10-03,"Estándar","IL-10915"
"MX-2021-147298",2021-04-26,2021-05-03,"Estándar","ES-10300"
"MX-2021-147900",2021-09-23,2021-09-28,"Estándar","SP-15640"
"MX-2021-147914",2021-06-04,2021-06-09,"Estándar","CO-17470"
"MX-2021-148040",2021-03-22,2021-03-26,"Estándar","LA-11275"
"MX-2021-148614",2021-01-20,2021-01-25,"Estándar","AR-17485"
"MX-2021-148782",2021-11-02,2021-11-07,"Estándar","PE-18850"
"MX-2021-149020",2021-01-10,2021-01-15,"Estándar","WV-10780"
"MX-2021-150119",2021-04-23,2021-04-27,"Estándar","AB-16795"
"MX-2021-150203",2021-12-05,2021-12-07,"Urgente","HO-15925"
"MX-2021-150245",2021-12-31,2022-01-04,"Rápido","AS-18745"
"MX-2021-150574",2021-12-19,2021-12-25,"Estándar","RS-18160"
"MX-2021-150581",2021-04-08,2021-04-12,"Estándar","SN-18445"
"MX-2021-150798",2021-12-01,2021-12-03,"Rápido","IV-15730"
"MX-2021-151078",2021-11-12,2021-11-12,"Mismo día","ES-19840"
"MX-2021-151162",2021-12-05,2021-12-09,"Estándar","EA-14035"
"MX-2021-151295",2021-11-12,2021-11-16,"Estándar","GA-15970"
"MX-2021-151330",2021-10-14,2021-10-17,"Urgente","AV-21295"
"MX-2021-151554",2021-11-14,2021-11-15,"Urgente","BU-11815"
"MX-2021-151799",2021-12-14,2021-12-18,"Estándar","LO-11170"
"MX-2021-151925",2021-09-26,2021-10-01,"Rápido","PA-16465"
"MX-2021-151953",2021-09-20,2021-09-25,"Estándar","AA-13555"
"MX-2021-151967",2021-10-22,2021-10-26,"Estándar","AA-18580"
"MX-2021-152100",2021-05-11,2021-05-16,"Estándar","UL-21775"
"MX-2021-152422",2021-10-05,2021-10-10,"Rápido","BA-11635"
"MX-2021-152443",2021-05-21,2021-05-26,"Estándar","BT-14260"
"MX-2021-152562",2021-11-01,2021-11-08,"Estándar","LG-15145"
"MX-2021-153619",2021-11-03,2021-11-03,"Mismo día","JC-21535"
"MX-2021-153623",2021-11-24,2021-12-05,"Estándar","RF-11135"
"MX-2021-153738",2021-09-20,2021-09-22,"Urgente","AE-10270"
"MX-2021-153808",2021-04-06,2021-04-10,"Rápido","CC-14275"
"MX-2021-153850",2021-11-24,2021-11-29,"Estándar","DA-21100"
"MX-2021-154837",2021-08-23,2021-08-27,"Rápido","AC-19645"
"MX-2021-154879",2021-05-06,2021-05-11,"Estándar","JS-20710"
"MX-2021-154963",2021-06-22,2021-06-27,"Estándar","AV-10645"
"MX-2021-155887",2021-05-12,2021-05-17,"Estándar","DL-16480"
"MX-2021-156006",2021-04-30,2021-05-02,"Rápido","LS-21010"
"MX-2021-156349",2021-05-26,2021-05-30,"Estándar","AL-17395"
"MX-2021-156545",2021-02-27,2021-03-03,"Urgente","DS-16030"
"MX-2021-156594",2021-12-20,2021-12-23,"Rápido","MS-17845"
"MX-2021-156601",2021-09-19,2021-09-24,"Estándar","LS-14230"
"MX-2021-156790",2021-08-08,2021-08-10,"Rápido","DV-21790"
"MX-2021-157231",2021-04-05,2021-04-09,"Estándar","DT-19855"
"MX-2021-157385",2021-11-23,2021-11-25,"Urgente","AA-20095"
"MX-2021-157721",2021-09-02,2021-09-05,"Urgente","WA-16195"
"MX-2021-157784",2021-07-05,2021-07-08,"Urgente","MS-17845"
"MX-2021-157882",2021-10-03,2021-10-08,"Rápido","LN-10405"
"MX-2021-158029",2021-05-26,2021-05-30,"Estándar","LB-14995"
"MX-2021-158064",2021-04-21,2021-04-25,"Estándar","FV-10375"
"MX-2021-158442",2021-03-17,2021-03-17,"Mismo día","AL-10750"
"MX-2021-159338",2021-06-25,2021-06-28,"Urgente","MC-18640"
"MX-2021-159709",2021-05-10,2021-05-15,"Estándar","VM-10855"
"MX-2021-159814",2021-06-24,2021-06-28,"Estándar","CE-17080"
"MX-2021-160094",2021-04-30,2021-05-02,"Urgente","WA-16195"
"MX-2021-160325",2021-09-24,2021-09-24,"Mismo día","NM-11095"
"MX-2021-162775",2021-01-13,2021-01-15,"Rápido","NM-12250"
"MX-2021-162992",2021-12-19,2021-12-21,"Urgente","NM-11095"
"MX-2021-163223",2021-03-21,2021-03-25,"Estándar","CC-16690"
"MX-2021-164469",2021-06-25,2021-06-27,"Rápido","CR-14620"
"MX-2021-164616",2021-08-19,2021-08-21,"Rápido","AU-17770"
"MX-2021-164721",2021-11-25,2021-11-27,"Rápido","NE-16825"
"MX-2021-164742",2021-10-13,2021-10-18,"Rápido","AL-17395"
"MX-2021-164749",2021-03-23,2021-03-26,"Urgente","CM-11740"
"MX-2021-164763",2021-03-17,2021-03-21,"Estándar","AY-17440"
"MX-2021-164903",2021-02-20,2021-02-24,"Estándar","LA-20740"
"MX-2021-165379",2021-07-09,2021-07-15,"Estándar","MO-11650"
"MX-2021-165540",2021-02-21,2021-02-25,"Estándar","LS-21010"
"MX-2021-165659",2021-06-01,2021-06-06,"Estándar","DT-17110"
"MX-2021-165862",2021-07-13,2021-07-17,"Estándar","CR-14620"
"MX-2021-166051",2021-05-31,2021-06-05,"Estándar","FM-15625"
"MX-2021-166086",2021-05-07,2021-05-12,"Estándar","AR-11995"
"MX-2021-166457",2021-05-05,2021-05-09,"Rápido","AD-19120"
"MX-2021-166744",2021-09-20,2021-09-24,"Estándar","PB-13690"
"MX-2021-166884",2021-03-11,2021-03-16,"Rápido","GA-12205"
"MX-2021-167724",2021-04-13,2021-04-18,"Estándar","LO-11170"
"MX-2021-167738",2021-12-24,2021-12-29,"Estándar","SS-16105"
"MX-2021-168158",2021-07-19,2021-07-24,"Estándar","ML-14140"
"MX-2021-168305",2021-11-01,2021-11-08,"Estándar","LP-18925"
"MX-2021-168501",2021-11-21,2021-11-27,"Estándar","JL-15325"
"MX-2021-169019",2021-07-26,2021-07-30,"Estándar","LV-17185"
"MX-2021-169257",2021-06-06,2021-06-12,"Estándar","LB-20785"
"MX-2021-169642",2021-07-27,2021-07-30,"Rápido","IV-10990"
"MX-2022-100573",2022-09-25,2022-10-01,"Estándar","YP-10705"
"MX-2022-100769",2022-05-16,2022-05-16,"Mismo día","CS-21550"
"MX-2022-101007",2022-02-09,2022-02-13,"Rápido","RS-17980"
"MX-2022-101511",2022-11-21,2022-11-23,"Rápido","IR-15745"
"MX-2022-102260",2022-09-22,2022-09-26,"Estándar","MF-20125"
"MX-2022-102316",2022-03-01,2022-03-03,"Rápido","GM-13075"
"MX-2022-102778",2022-11-21,2022-11-24,"Urgente","TG-15820"
"MX-2022-102848",2022-11-07,2022-11-09,"Rápido","GA-16240"
"MX-2022-103135",2022-07-24,2022-07-28,"Estándar","NG-20515"
"MX-2022-103835",2022-09-24,2022-09-28,"Estándar","DV-20440"
"MX-2022-103954",2022-08-09,2022-08-13,"Rápido","AP-14770"
"MX-2022-104626",2022-09-01,2022-09-08,"Estándar","NL-12940"
"MX-2022-105347",2022-11-24,2022-11-28,"Estándar","AM-13000"
"MX-2022-105627",2022-03-08,2022-03-12,"Estándar","IL-12895"
"MX-2022-105634",2022-11-08,2022-11-14,"Estándar","SC-14905"
"MX-2022-105690",2022-11-21,2022-11-26,"Rápido","JA-11965"
"MX-2022-105725",2022-02-18,2022-02-24,"Estándar","IR-14755"
"MX-2022-105970",2022-03-02,2022-03-07,"Estándar","NJ-19060"
"MX-2022-106257",2022-04-13,2022-04-17,"Rápido","GB-14110"
"MX-2022-106565",2022-03-20,2022-03-23,"Urgente","AJ-11110"
"MX-2022-106978",2022-09-28,2022-10-04,"Estándar","FG-21910"
"MX-2022-107678",2022-04-21,2022-04-28,"Estándar","KA-16090"
"MX-2022-107944",2022-03-23,2022-03-25,"Urgente","FM-10360"
"MX-2022-108672",2022-09-10,2022-09-16,"Estándar","LS-14230"
"MX-2022-109337",2022-11-21,2022-11-23,"Rápido","MS-13330"
